Cond1,Cond2,Shared,Total_Genes_Cond1,Percentage_Shared_Cond1,pvalue,-log(p)
enriched in activated dendritic cells (II),chemokine cluster (II),2,15,13.33,5.44243781733091e-10,9.26420652429777
enriched in activated dendritic cells (II),immune activation - generic cluster,7,347,2.02,4.873117136888978e-36,35.31219314919882
enriched in activated dendritic cells (II),immune activation - generic cluster,7,347,2.02,4.873117136888978e-36,35.31219314919882
enriched in activated dendritic cells (II),activated dendritic cells,3,12,25,3.1032660820402946e-7,6.508180985289965
enriched in activated dendritic cells (II),activated dendritic cells,3,12,25,3.1032660820402946e-7,6.508180985289965
enriched in activated dendritic cells (II),antiviral IFN signature,5,22,22.73,1.1999678282080025e-9,8.920830397468237
enriched in activated dendritic cells (II),antiviral IFN signature,5,22,22.73,1.1999678282080025e-9,8.920830397468237
enriched in activated dendritic cells (II),chemokines and inflammatory molecules in myeloid cells,3,19,15.79,1.350613139974372e-10,9.869469029389565
enriched in activated dendritic cells (II),chemokines and inflammatory molecules in myeloid cells,3,19,15.79,1.350613139974372e-10,9.869469029389565
enriched in activated dendritic cells (II),"proinflammatory dendritic cell, myeloid cell response",2,13,15.38,5.846733198046952e-9,8.233086723720382
enriched in activated dendritic cells (II),"proinflammatory dendritic cell, myeloid cell response",2,13,15.38,5.846733198046952e-9,8.233086723720382
enriched in activated dendritic cells (II),type I interferon response,5,12,41.67,2.9356897136101276e-5,4.532289848888171
enriched in activated dendritic cells (II),type I interferon response,5,12,41.67,2.9356897136101276e-5,4.532289848888171
enriched in activated dendritic cells (II),innate antiviral response,2,12,16.67,2.0688440546935296e-8,7.684272244345646
enriched in activated dendritic cells (II),innate antiviral response,2,12,16.67,2.0688440546935296e-8,7.684272244345646
enriched in activated dendritic cells (II),DC surface signature,3,35,8.57,3.2185929122860684e-25,24.49233394941812
enriched in activated dendritic cells (II),DC surface signature,3,35,8.57,3.2185929122860684e-25,24.49233394941812
enriched in activated dendritic cells (II),Activated (LPS) dendritic cell surface signature,4,35,11.43,2.413558785799839e-15,14.617342118830967
enriched in activated dendritic cells (II),Activated (LPS) dendritic cell surface signature,4,35,11.43,2.413558785799839e-15,14.617342118830967
enriched in dendritic cells,immune activation - generic cluster,8,347,2.31,2.84605993338425e-16,15.545755958621376
enriched in dendritic cells,immune activation - generic cluster,8,347,2.31,2.84605993338425e-16,15.545755958621376
enriched in dendritic cells,enriched in monocytes (IV),3,57,5.26,1.8380961427348185e-13,12.735631776319224
enriched in dendritic cells,enriched in monocytes (IV),3,57,5.26,1.8380961427348185e-13,12.735631776319224
enriched in dendritic cells,DC surface signature,4,19,21.05,2.5047684762841482e-14,13.601232411161659
enriched in dendritic cells,DC surface signature,4,19,21.05,2.5047684762841482e-14,13.601232411161659
enriched in dendritic cells,Resting dendritic cell surface signature,7,19,36.84,2.840895161241458e-10,9.546544792934734
enriched in dendritic cells,Resting dendritic cell surface signature,7,19,36.84,2.840895161241458e-10,9.546544792934734
antigen processing and presentation,regulation of antigen presentation and immune response,4,81,4.94,5.198211477021614e-8,7.284146056224907
antigen processing and presentation,regulation of antigen presentation and immune response,4,81,4.94,5.198211477021614e-8,7.284146056224907
antigen processing and presentation,enriched in antigen presentation (I),2,18,11.11,1.1735023176670744e-5,4.930516048332941
antigen processing and presentation,enriched in antigen presentation (I),2,18,11.11,1.1735023176670744e-5,4.930516048332941
antigen processing and presentation,enriched in antigen presentation (II),2,24,8.33,1.4260859644619372e-6,5.8458542944237095
antigen processing and presentation,enriched in antigen presentation (II),2,24,8.33,1.4260859644619372e-6,5.8458542944237095
antigen processing and presentation,enriched in antigen presentation (III),2,15,13.33,4.2064880872257395e-5,4.376080336668601
antigen processing and presentation,enriched in antigen presentation (III),2,15,13.33,4.2064880872257395e-5,4.376080336668601
antigen processing and presentation,MHC-TLR7-TLR8 cluster,2,17,11.76,1.7602534765006188e-5,4.754424789277258
antigen processing and presentation,MHC-TLR7-TLR8 cluster,2,17,11.76,1.7602534765006188e-5,4.754424789277258
antigen processing and presentation,B cell surface signature,3,11,27.27,8.10796106848106e-12,11.091088345300248
antigen processing and presentation,B cell surface signature,3,11,27.27,8.10796106848106e-12,11.091088345300248
enriched in T cells (II),enriched in NK cells (I),3,49,6.12,4.552084708560789e-9,8.341789664864693
enriched in T cells (II),enriched in NK cells (I),3,49,6.12,4.552084708560789e-9,8.341789664864693
enriched in T cells (II),T cell surface signature,3,13,23.08,8.210601680470141e-7,6.085625016213881
enriched in T cells (II),T cell surface signature,3,13,23.08,8.210601680470141e-7,6.085625016213881
T cell surface signature,regulation of antigen presentation and immune response,2,81,2.47,2.7534336018869603e-22,21.560125391919865
T cell surface signature,regulation of antigen presentation and immune response,2,81,2.47,2.7534336018869603e-22,21.560125391919865
T cell surface signature,T cell activation and signaling,3,25,12,5.183109380324309e-11,10.285409626049523
T cell surface signature,T cell activation and signaling,3,25,12,5.183109380324309e-11,10.285409626049523
T cell surface signature,enriched in T cells (I),13,62,20.97,2.9185929704559734e-8,7.534826467879634
T cell surface signature,enriched in T cells (I),13,62,20.97,2.9185929704559734e-8,7.534826467879634
T cell surface signature,T cell activation (I),7,50,14,5.485574167698589e-12,11.260777908688587
T cell surface signature,T cell activation (I),7,50,14,5.485574167698589e-12,11.260777908688587
T cell surface signature,T cell activation (II),6,31,19.35,1.607672711015868e-9,8.79380235998258
T cell surface signature,T cell activation (II),6,31,19.35,1.607672711015868e-9,8.79380235998258
T cell surface signature,T cell differentiation,3,12,25,2.336863555210738e-6,5.631366644453722
T cell surface signature,T cell differentiation,3,12,25,2.336863555210738e-6,5.631366644453722
T cell surface signature,T cell differentiation via ITK and PKC,2,11,18.18,5.842158888026843e-7,6.233426635781685
T cell surface signature,T cell differentiation via ITK and PKC,2,11,18.18,5.842158888026843e-7,6.233426635781685
T cell surface signature,T cell differentiation (Th2),6,17,35.29,1.0284858947115288e-5,4.987801660110196
T cell surface signature,T cell differentiation (Th2),6,17,35.29,1.0284858947115288e-5,4.987801660110196
T cell surface signature,immune activation - generic cluster,4,347,1.15,7.785828610923207e-33,32.10869516061651
T cell surface signature,immune activation - generic cluster,4,347,1.15,7.785828610923207e-33,32.10869516061651
T cell surface signature,T cell activation (IV),2,13,15.38,6.48205395826595e-8,7.188287358111026
T cell surface signature,T cell activation (IV),2,13,15.38,6.48205395826595e-8,7.188287358111026
T cell surface signature,lymphocyte generic cluster,2,17,11.76,1.3782979023204594e-9,8.860656904815007
T cell surface signature,lymphocyte generic cluster,2,17,11.76,1.3782979023204594e-9,8.860656904815007
T cell surface signature,"T & B cell development, activation",3,44,6.82,1.9452390665597877e-15,14.711027017007947
T cell surface signature,"T & B cell development, activation",3,44,6.82,1.9452390665597877e-15,14.711027017007947
T cell surface signature,enriched in T cells (II),3,13,23.08,8.210601680470141e-7,6.085625016213881
T cell surface signature,enriched in T cells (II),3,13,23.08,8.210601680470141e-7,6.085625016213881
T cell surface signature,CD4 T cell surface signature Th1-stimulated,3,27,11.11,7.584184447365757e-5,4.120091113499754
T cell surface signature,CD4 T cell surface signature Th1-stimulated,3,27,11.11,7.584184447365757e-5,4.120091113499754
T cell surface signature,CD4 T cell surface signature Th2-stimulated,8,27,29.63,0.0063910297155569664,2.194429163163005
T cell surface signature,CD4 T cell surface signature Th2-stimulated,8,27,29.63,0.0063910297155569664,2.194429163163005
NK cell surface signature,T cell activation (I),2,50,4,3.8072641585872106e-25,24.419386989579962
NK cell surface signature,T cell activation (I),2,50,4,3.8072641585872106e-25,24.419386989579962
NK cell surface signature,enriched in NK cells (I),9,49,18.37,2.1867424341591448e-16,15.660202367401705
NK cell surface signature,enriched in NK cells (I),9,49,18.37,2.1867424341591448e-16,15.660202367401705
NK cell surface signature,T cell activation (II),2,31,6.45,3.5154790946358964e-19,18.454015480323214
NK cell surface signature,T cell activation (II),2,31,6.45,3.5154790946358964e-19,18.454015480323214
NK cell surface signature,signaling in T cells (II),2,11,18.18,6.11351407876565e-9,8.213709083322929
NK cell surface signature,signaling in T cells (II),2,11,18.18,6.11351407876565e-9,8.213709083322929
NK cell surface signature,immune activation - generic cluster,3,347,0.86,5.737627911570384e-56,55.241267619420704
NK cell surface signature,immune activation - generic cluster,3,347,0.86,5.737627911570384e-56,55.241267619420704
NK cell surface signature,enriched in NK cells (II),17,24,70.83,0.0017055530485053203,2.76813476800983
NK cell surface signature,enriched in NK cells (II),17,24,70.83,0.0017055530485053203,2.76813476800983
NK cell surface signature,enriched in NK cells (KIR cluster),11,13,84.62,0.06367346938775505,1.1960414860100712
NK cell surface signature,enriched in NK cells (KIR cluster),11,13,84.62,0.06367346938775505,1.1960414860100712
NK cell surface signature,enriched in NK cells (receptor activation),7,16,43.75,1.271610928383267e-6,5.895645748360163
NK cell surface signature,enriched in NK cells (receptor activation),7,16,43.75,1.271610928383267e-6,5.895645748360163
NK cell surface signature,enriched in NK cells (III),3,14,21.43,1.3005956310173753e-9,8.885857709214967
NK cell surface signature,enriched in NK cells (III),3,14,21.43,1.3005956310173753e-9,8.885857709214967
B cell surface signature,regulation of antigen presentation and immune response,10,81,12.35,1.676540605038405e-50,49.775585923696205
B cell surface signature,regulation of antigen presentation and immune response,10,81,12.35,1.676540605038405e-50,49.775585923696205
B cell surface signature,T cell activation and signaling,2,25,8,9.326620951970787e-28,27.0302756732653
B cell surface signature,T cell activation and signaling,2,25,8,9.326620951970787e-28,27.0302756732653
B cell surface signature,immune activation - generic cluster,7,347,2.02,9.449834214426352e-126,125.02457581057978
B cell surface signature,immune activation - generic cluster,7,347,2.02,9.449834214426352e-126,125.02457581057978
B cell surface signature,enriched in B cells (I),21,53,39.62,2.2533503773921287e-23,22.647171273816774
B cell surface signature,enriched in B cells (I),21,53,39.62,2.2533503773921287e-23,22.647171273816774
B cell surface signature,enriched in B cells (II),13,43,30.23,1.0503663100522298e-25,24.978659216462614
B cell surface signature,enriched in B cells (II),13,43,30.23,1.0503663100522298e-25,24.978659216462614
B cell surface signature,enriched in B cells (III),8,37,21.62,7.354342561714496e-28,27.13345614476939
B cell surface signature,enriched in B cells (III),8,37,21.62,7.354342561714496e-28,27.13345614476939
B cell surface signature,enriched in B cells (IV),5,16,31.25,3.7051005322040044e-14,13.431200003612018
B cell surface signature,enriched in B cells (IV),5,16,31.25,3.7051005322040044e-14,13.431200003612018
B cell surface signature,enriched in B cells (V),9,11,81.82,0.003783969728242164,2.4220523466122037
B cell surface signature,enriched in B cells (V),9,11,81.82,0.003783969728242164,2.4220523466122037
B cell surface signature,"immuregulation - monocytes, T and B cells",2,13,15.38,6.6162509503643005e-16,15.179388030618217
B cell surface signature,"immuregulation - monocytes, T and B cells",2,13,15.38,6.6162509503643005e-16,15.179388030618217
B cell surface signature,enriched in antigen presentation (I),3,18,16.67,2.0442431113013511e-19,18.68946745706068
B cell surface signature,enriched in antigen presentation (I),3,18,16.67,2.0442431113013511e-19,18.68946745706068
B cell surface signature,enriched in naive and memory B cells,5,10,50,2.0091527527695962e-7,6.696987043260205
B cell surface signature,enriched in naive and memory B cells,5,10,50,2.0091527527695962e-7,6.696987043260205
B cell surface signature,enriched in antigen presentation (II),3,24,12.5,4.560344580675551e-25,24.34100234070573
B cell surface signature,enriched in antigen presentation (II),3,24,12.5,4.560344580675551e-25,24.34100234070573
B cell surface signature,enriched in antigen presentation (III),2,15,13.33,4.2177545369938585e-18,17.374918698738554
B cell surface signature,enriched in antigen presentation (III),2,15,13.33,4.2177545369938585e-18,17.374918698738554
B cell surface signature,MHC-TLR7-TLR8 cluster,3,17,17.65,2.0896707359969356e-18,17.67992213915445
B cell surface signature,MHC-TLR7-TLR8 cluster,3,17,17.65,2.0896707359969356e-18,17.67992213915445
B cell surface signature,"plasma cells & B cells, immunoglobulins",9,43,20.93,1.0934139404242133e-30,29.961215393394237
B cell surface signature,"plasma cells & B cells, immunoglobulins",9,43,20.93,1.0934139404242133e-30,29.961215393394237
B cell surface signature,interferon alpha response (I),2,16,12.5,3.6876542399945713e-19,18.433249805813066
B cell surface signature,interferon alpha response (I),2,16,12.5,3.6876542399945713e-19,18.433249805813066
B cell surface signature,antigen processing and presentation,3,11,27.27,8.10796106848106e-12,11.091088345300248
B cell surface signature,antigen processing and presentation,3,11,27.27,8.10796106848106e-12,11.091088345300248
B cell surface signature,Naive B cell surface signature,38,169,22.49,4.570551390997827e-10,9.340031403513834
B cell surface signature,Naive B cell surface signature,38,169,22.49,4.570551390997827e-10,9.340031403513834
B cell surface signature,Memory B cell surface signature,27,169,15.98,4.834908237798308e-8,7.3156117640206935
