"","Cond1","Cond2","jaccard_distance","Shared","NotShared_cond1","NotShared_cond2","Total_Genes_Cond1","Total_Genes_Cond2","Genes_Names","Percentage_Shared_Cond1","Percentage_Shared_Cond2","pvalue","-log(p)"
"2150","STAMARIL (D3)","WETVAX (D5-7)",0.12,85,389,238,520,323,"ABCC5, C12orf57, CBX7, EEF1B2, FOXO1, ICAM3, RPL13A, RPS18, RPS29, SORL1, ADAP2, AIM2, ALDH3B1, ATF5, BCL6, BLVRA, C1QA, C1QB, C3AR1, CASP1, CCR1, CTSL, CYBB, DHRS9, EPB41L3, FCN1, GBP1, GLS, GRN, HERC5, IFI27, IFI30, IFI35, IFI44, IFI44L, IFI6, IFIT1, IFIT2, IFIT3, IFIT5, IFITM1, IFITM3, IL1RN, IRF7, IRF9, ISG15, LAP3, LGALS3BP, LGALS9, LHFPL2, LILRB1, LMO2, LY6E, MARCO, MT1F, MX1, MX2, MYD88, NAPA, NIBAN1, NPC2, OAS1, OAS2, PLSCR1, PSME1, PSME2, RSAD2, SCARB2, SEPTIN4, SERPING1, SORT1, SP110, SRBD1, STAT1, STAT2, TAP1, TAP2, TNFSF10, TRAFD1, TRIM21, TRIM22, UBE2L6, WARS1, XAF1, ZNFX1",16.35,26.32,1.06227577146206e-116,115.97376272386
"2151","STAMARIL (D3)","WETVAX (D50-60)",0.019,12,301,311,314,323,"C3AR1, CSF1R, CX3CR1, OAS1, RAB8A, TNFSF10, TRIM21, IRS2, NIBAN1, NAMPT, PRKDC, ZNF281",3.82,3.72,9.89384341993009e-166,165.004634967066
"2152","STAMARIL (D3)","MVA85A (D2)",0.087,31,36,292,67,323,"APOBEC3A, BST2, C3AR1, CASP1, CD68, CTSL, EIF2AK2, GLMP, IFI27, IFI35, IFI44, IFI44L, IFI6, IFIH1, IFIT1, IFIT2, IFIT3, IFITM3, IRF9, ISG15, LGALS9, MARCO, MX1, PARP9, RSAD2, SERPING1, SRC, STAT1, TNFSF10, TYMP, XAF1",46.27,9.6,2.83205392250959e-31,30.5478984819055
"2153","STAMARIL (D3)","ZOSTAVAX (D1)",0,0,14,323,14,323,"",0,0,4.70392277791698e-25,24.3275398164812
"2154","STAMARIL (D3)","ZOSTAVAX (D3)",0.006,2,5,321,7,323,"IFI44L, MX1",28.57,0.62,6.84436202737466e-10,9.16466702684385
"2155","STAMARIL (D3)","YF VAX (ANY)",0.006,2,27,321,29,323,"EIF4B, RPS13",6.9,0.62,2.52717262711812e-38,37.5973650911057
"2156","STAMARIL (D3)","YF17D (D3)",0.108,36,10,287,94,323,"C3AR1, RIGI, DDX60, EIF2AK2, HERC5, IFI27, IFI44, IFI44L, IFI6, IFIH1, IFIT1, IFIT2, IFIT3, IRF7, ISG15, LGALS3BP, DHX58, MX1, MX2, MYOF, OAS1, OAS2, OAS3, OASL, PARP12, PARP9, PLSCR1, RGL1, RSAD2, SAMD9L, SERPING1, STAT1, TLR7, TRIM22, TRIM5, XAF1",38.3,11.15,1.01122273985736e-09,8.99515317276073
"2157","STAMARIL (D3)","YF VAX (D4-7)",0.105,88,513,235,601,323,"C12orf57, CBX7, EEF1B2, EEF2, EIF3F, EIF3L, EIF4B, ICAM3, RPL18, RPL22, RPL3, RPL35A, RPL37A, RPL5, RPS13, RPS14, RPS27A, RPS3, RPS4X, RPS5, RPS6, SNHG29, TOMM7, APOBEC3A, BLVRA, CD86, CDKN1C, CSF1R, CX3CR1, RIGI, DRAP1, EIF2AK2, FLVCR2, HERC5, HERC6, HMOX1, IFI27, IFI30, IFI44, IFI44L, IFI6, IFIT1, IFIT2, IFIT3, IFIT5, IFITM1, IFITM3, IL1RN, ISG15, IRF9, LAP3, LGALS3BP, DHX58, LMO2, LY6E, MAD2L1BP, MAFB, MS4A7, MT2A, MX1, MX2, OAS1, OAS2, OAS3, OASL, PARP12, PARP9, PLAC8, PLSCR1, PSME1, PSME2, RTP4, SAMD9L, SCO2, SERPING1, SHISA5, SIDT2, SP110, SPATS2L, SRC, TAP1, TDRD7, TENT5A, TNFSF10, TNFSF13B, TRIM21, TRIM22, XAF1",14.64,27.24,5.09871847621658e-134,133.292538966774
"2158","STAMARIL (D3)","STAMARIL (D10)",0.492,206,97,117,303,323,"ABCC5, ABHD5, ADGRE3, ALKBH7, ALPL, ARAP3, CAMK1D, CD46, CDK19, CPPED1, DDX3X, EEF2, EIF3F, EIF3L, EIF4B, ELAPOR1, ERGIC1, NIBAN1, FOXO1, GLS, GNG7, GPR162, H1-2, ICAM3, IMPA2, IRS2, KBTBD7, LMBRD1, MPZL1, MYADM, ORM1, PABPC4, PI3, PPM1F, PRKDC, PTOV1, PYGL, RFLNB, RPL22, RPL37A, RPS3, RPS4X, RPS6KA5, RUBCNL, SORL1, STAT5B, STMN3, TBC1D14, TBL1X, TMCO3, TOPORS, TP53INP2, TXNDC12, TMX4, VNN2, WLS, ZNF217, ABCA1, ABI3, ACOT9, ADA, ADAP2, ADAR, AIM2, AP5B1, APOBEC3F, ASCL2, ASPRV1, BLVRA, BST2, BTN3A1, CASP1, CCR1, CEACAM1, CTSL, CX3CR1, CYBB, CYSLTR1, RIGI, DDX60, DHRS9, DHX58, DRAP1, DUSP5, EIF2AK2, EPB41L3, EPSTI1, FBXO6, FLVCR2, GADD45B, GALM, GBP1, GNGT2, GPBAR1, HAVCR2, HELZ2, HERC5, HERC6, HES4, HLA-A, IDH2, IFI16, IFI27, IFI30, IFI35, IFI44, IFI44L, IFI6, IFIH1, IFIT1, IFIT2, IFIT3, IFIT5, IFITM1, IFITM3, IL1RN, IRF7, IRF9, ISG15, LAP3, LGALS3BP, LGALS9, LHFPL2, LMO2, LY6E, MAD2L1BP, MICB, MOV10, MT1A, MT1F, MT2A, MX1, MYOF, NAGA, NAGK, NAPA, NPC2, NTNG2, NUB1, OAS1, OAS2, OAS3, OASL, OSBPL5, OTOF, PARP10, PARP12, PARP14, PARP9, PCK2, PHF11, PLAC8, PLSCR1, PSME2, RAB8A, REC8, RGL1, RGS12, RIN2, RIPK3, RNF135, RRAS, RSAD2, RTP4, SAMD4A, SAMD9L, SCARB2, SCO2, SEPTIN4, SERPING1, SHFL, SHISA5, SIL1, SLC27A3, SNTB1, SP110, SP140, SPATS2L, SRBD1, SRC, STAT1, STAT2, SUSD1, TAP1, TAP2, TDRD7, TENT5A, TIMM10, TLR7, TMEM123, TMEM140, TMEM268, TMEM62, TNFSF10, TOR1B, TRAFD1, TRIM21, TRIM22, TRIM38, TRIM5, UBA7, UBE2L6, WARS1, XAF1, ZBP1, ZC3HAV1",67.99,63.78,1.37828218429188e-16,15.8606618575121
"2159","STAMARIL (D3)","STAMARIL (D14)",0.031,12,58,311,70,323,"CD46, LMO2, OSBPL8, RBM47, ZNF217, ADA, DUSP5, IDH2, SEL1L3, SIL1, SP140, TRIM26",17.14,3.72,4.91250304829267e-57,56.3086971671292
"2160","STAMARIL (D3)","STAMARIL (D28)",0.084,28,12,295,40,323,"EIF3F, PABPC4, RPL22, RPLP0, STMN3, AP5B1, ASPRV1, CSRNP1, EPSTI1, FCER1G, HK3, IL1RN, IRF9, LGALS9, LY6E, MX1, MYD88, NAGA, NTNG2, OASL, OGFR, PRAM1, RIPK3, RNF135, RNF31, SHISA5, SIGLEC5, SIL1",70,8.67,1.63502823029e-12,11.786474744439
"2161","STAMARIL (D3)","STAMARIL (D60)",0.106,39,284,45,323,84,"STMN3, ADA2, ADAP2, BLVRA, CD86, CNDP2, CYBB, DHX58, EPB41L3, FCN1, FLVCR2, HAVCR2, IFI30, KCNMB1, LGALS9, LHFPL2, MICB, MYOF, NAGA, NAGK, NPC2, NUB1, PLAGL2, RGS12, SCARB2, SCIMP, SIL1, SLC37A2, SMCO4, SNTB1, SORT1, STAT2, SUSD1, TAP1, TLR7, TMEM268, TNS3, TTYH3, WARS1",12.07,46.43,9.25036938583465e-35,34.0338409246635
"2162","STAMARIL (D3)","STAMARIL (D7)",0.65,317,6,166,323,483,"ABCC5, ABHD5, ADGRE3, ALKBH7, ALPL, ARAP3, BANK1, BCL6, C12orf57, CAMK1D, CBX7, CD46, CDK19, CPD, CPPED1, CREB5, DDX3X, EEF1A1, EEF1B2, EEF2, EIF3F, EIF3L, EIF4B, ELAPOR1, ERGIC1, HYCC2, ATOSA, FAU, FBL, FCRLA, FOXO1, GLS, GMCL1, GNG7, GPR183, H1-2, H4C3, ICAM3, IMPA2, IRS2, KBTBD7, KLHDC2, KLHL2, LMBRD1, MPZL1, MYADM, NAMPT, NARF, NFXL1, NIBAN1, ORM1, OSBPL8, PABPC4, PI3, PPM1F, PRKDC, PTOV1, PYGL, RFLNB, RPL13A, RPL18, RPL22, RPL27, RPL3, RPL30, RPL35A, RPL37A, RPL4, RPL5, RPLP0, RPS13, RPS14, RPS18, RPS20, RPS25, RPS27A, RPS29, RPS3, RPS4X, RPS5, RPS6, RPS6KA5, RPS8, RUBCNL, SNHG29, SORL1, STAT5B, STMN3, TBC1D14, TBL1X, TMCO3, TOMM7, TOPORS, TP53INP2, TPT1, TXNDC12, TMX4, VNN2, WLS, ZNF217, ZNF281, ABCA1, ABI3, ACOT9, ADA, ADA2, ADAP2, ADAR, AIM2, ALDH3B1, ANKFY1, AP5B1, APOBEC3A, APOBEC3F, ASCL2, ASPRV1, ATF5, BLVRA, BST2, BTN3A1, C1QA, C1QB, C3AR1, CAMK1, CCR1, CD300C, CD68, CD86, CDKN1A, CDKN1C, CEACAM1, CNDP2, CSF1R, CSRNP1, CST3, CTSL, CX3CR1, CYBB, CYSLTR1, RIGI, DDX60, DHRS9, DHX58, DPYSL2, DRAP1, DUSP5, EIF2AK2, EPB41L3, EPSTI1, FBXO6, FCER1G, FCN1, FFAR2, FLVCR2, GADD45B, GALM, GBP1, GIMAP8, GLMP, GNA15, GNGT2, GORASP1, GPBAR1, GRN, HAVCR2, HELZ2, HERC5, HERC6, HES4, HK3, HLA-A, HMOX1, IDH2, IFI16, IFI27, IFI30, IFI35, IFI44, IFI44L, IFI6, IFIH1, IFIT1, IFIT2, IFIT3, IFIT5, IFITM1, IFITM3, IL1RN, IRF7, IRF9, ISG15, JUP, KCNMB1, KIAA0319L, LAP3, LGALS3BP, LGALS9, LHFPL2, LILRB1, LMO2, LY6E, MAD2L1BP, MAFB, MARCO, MICB, MOV10, MS4A7, MT1A, MT1F, MT2A, MX1, MX2, MYD88, MYOF, NAGA, NAGK, NAPA, NPC2, NRROS, NTNG2, NUB1, OAS1, OAS2, OAS3, OASL, OGFR, OSBPL5, OTOF, PARP10, PARP12, PARP14, PARP9, PCK2, PHF11, PLAC8, PLAGL2, PLSCR1, PRAM1, PSME1, PSME2, PTGDS, RAB8A, RBCK1, REC8, RGL1, RGS12, RHBDF2, RIN2, RIPK3, RNF135, RNF31, RNH1, RRAS, RSAD2, RTP4, SAMD4A, SAMD9L, SCARB2, SCIMP, SCO2, SEPTIN4, SERPING1, SERTAD1, SHFL, SHISA5, SIDT2, SIGLEC5, SIL1, SLC27A3, SLC2A6, SLC37A2, SLC3A2, SMCO4, SNTB1, SORT1, SP110, SP140, SPATS2L, SRBD1, SRC, STAT1, STAT2, SUSD1, TAGLN, TAP1, TAP2, TCN2, TDRD7, TENT5A, TICAM1, TIMM10, TLR7, TMEM123, TMEM140, TMEM268, TMEM62, TNFSF10, TNFSF13B, TNS3, TOR1B, TRAFD1, TRIM21, TRIM22, TRIM26, TRIM38, TRIM5, TTC38, TTYH3, TYMP, UBA7, UBE2L6, WARS1, XAF1, ZBP1, ZC3HAV1, ZFYVE26, ZNFX1",98.14,65.63,0.100521819479517,0.997739659128776
"2163","STAMARIL (D60)","RVSV ZEBOV (D7)",0,0,10,84,10,84,"",0,0,1.10604091608741e-13,12.9562288067544
"2164","STAMARIL (D60)","LVS F TULARENSIS (H18)",0.032,5,73,79,78,84,"CD74, CD86, NOD2, TAP1, TLR7",6.41,5.95,2.66643697892989e-39,38.5740686763825
"2165","STAMARIL (D60)","LVS F TULARENSIS (H192)",0.032,5,73,79,78,84,"CD74, CD86, NOD2, TAP1, TLR7",6.41,5.95,2.66643697892989e-39,38.5740686763825
"2166","STAMARIL (D60)","LVS F TULARENSIS (H336)",0.032,5,73,79,78,84,"CD74, CD86, NOD2, TAP1, TLR7",6.41,5.95,2.66643697892989e-39,38.5740686763825
"2167","STAMARIL (D60)","LVS F TULARENSIS (H48)",0.032,5,73,79,78,84,"CD74, CD86, NOD2, TAP1, TLR7",6.41,5.95,2.66643697892989e-39,38.5740686763825
"2168","STAMARIL (D60)","CN54GP140 (D1)",0,0,172,84,174,84,"",0,0,8.24699028689948e-70,69.0837045169378
"2169","STAMARIL (D60)","CN54GP140 (D3)",0,0,74,84,74,84,"",0,0,5.91555231117971e-47,46.2280047008248
"2170","STAMARIL (D60)","CN54GP140 (D7)",0,0,49,84,49,84,"",0,0,1.35549779784857e-37,36.8679011836408
"2171","STAMARIL (D60)","CN54GP140 (H6)",0.022,4,96,80,100,84,"TPRA1, GUK1, UBXN6, MYOF",4,4.76,6.41512259672308e-47,46.1927950395897
"2172","STAMARIL (D60)","HIV-1 GAG-POL NEF (D1)",0.025,52,1974,32,2029,84,"CDC14B, GYPC, PRDX2, SESN3, ADA2, ADAP2, ANKRD22, APOL3, BLVRA, CD163, CD86, CNDP2, CYBB, DHX58, EMILIN2, EPB41L3, FCN1, FLVCR2, HAVCR2, HK2, IFI30, IL15, KCNMB1, KYNU, LGALS9, LHFPL2, MICB, MYOF, NAGA, NAGK, NLRP3, NOD2, NPC2, NUB1, PLAGL2, RTCB, SCARB2, SCIMP, SIL1, SLC37A2, SMCO4, SNTB1, SORT1, STAT2, SUSD1, TAP1, TGM2, TLR7, TMEM268, TNS3, TTYH3, WARS1",2.56,61.9,4.88305360116848e-48,47.311308508449
"2173","STAMARIL (D60)","HIV-1 GAG-POL NEF (D3)",0.037,8,134,76,142,84,"DHX58, FLVCR2, HAVCR2, LGALS9, MYOF, SCARB2, TAP1, WARS1",5.63,9.52,4.67388635136814e-50,49.3303218519724
"2174","STAMARIL (D60)","HPV-VLP (M2)",0.01,7,603,77,612,84,"DNAJB2, NOD2, TPRA1, IL15, MICB, TSPAN5, WARS1",1.14,8.33,1.97125468139876e-94,93.7052572622854
"2175","STAMARIL (D60)","INFLUENZA (D1)",0,0,26,84,26,84,"",0,0,8.41560521625527e-26,25.0749146458642
"2176","STAMARIL (D60)","PANDEMRIX (D1)",0.04,4,17,80,21,84,"CD86, NOD2, TAP1, TLR7",19.05,4.76,7.48499670680774e-16,15.1258083863985
"2177","STAMARIL (D60)","FLUARIX FLUVIRIN (D3)",0.008,9,1046,75,1061,84,"STMN3, ADAP2, BLVRA, CD86, EPB41L3, HAVCR2, NAGA, SERF2, SORT1",0.85,10.71,1.17625137547722e-107,106.929499855712
"2178","STAMARIL (D60)","INFLUENZA (D3)",0.008,1,39,83,40,84,"TLR7",2.5,1.19,2.22630612277973e-31,30.6524151192945
"2179","STAMARIL (D60)","PANDEMRIX (D3)",0.011,1,4,83,5,84,"TLR7",20,1.19,2.14418347349146e-06,5.66873805567902
"2180","STAMARIL (D60)","PANDEMRIX (D30)",0.011,1,5,83,6,84,"TLR7",16.67,1.19,1.44551694842121e-07,6.83997681194029
"2181","STAMARIL (D60)","FLUARIX FLUVIRIN (D7)",0.003,3,845,81,860,84,"HAVCR2, NLRP3, NUB1",0.35,3.57,7.82283121181722e-114,113.106636040145
"2182","STAMARIL (D60)","INFLUENZA (D7)",0.006,1,71,83,72,84,"ANKRD22",1.39,1.19,4.23762046250556e-44,43.3728779429581
"2183","STAMARIL (D60)","PANDEMRIX (D7)",0.017,2,31,82,33,84,"IFI30, WARS1",6.06,2.38,4.91926118767821e-26,25.3081001180066
"2184","STAMARIL (D60)","INACTIVATED INFLUENZA (D0)",0,0,5,84,5,84,"",0,0,2.40919491403535e-08,7.61812806232394
"2185","STAMARIL (D60)","FLUZONE (D1)",0,0,12,84,13,84,"",0,0,1.60084869433704e-15,14.7956497138769
"2186","STAMARIL (D60)","FLUZONE (D30)",0,0,16,84,16,84,"",0,0,7.43018986080475e-19,18.1290000887366
"2187","STAMARIL (D60)","FLUZONE (D7)",0,0,23,84,23,84,"",0,0,6.98559968373927e-24,23.1557963056329
"2188","STAMARIL (D60)","FLUMIST (D3)",0.019,25,1213,59,1245,84,"UBXN6, ADAP2, APOL3, BLVRA, SMCO4, RTCB, CD86, ADA2, CNDP2, CYBB, EMILIN2, EPB41L3, FCN1, IFI30, KYNU, MYOF, NAGA, NAGK, NUB1, SCARB2, SERF2, STAT2, SUSD1, TLR7, TNS3",2.01,29.76,1.77016409550776e-82,81.7519864723556
"2189","STAMARIL (D60)","FLUMIST (D7)",0.006,14,2389,70,2445,84,"ADIPOR1, YBX3, FBXO7, GUK1, GYPC, HAVCR2, HBQ1, NUB1, PLAGL2, UBXN6, ADAP2, CD163, DCAF6, SCARB2",0.57,16.67,3.03686920144824e-122,121.517573912827
"2190","STAMARIL (D60)","FLUMIST (D1)",0,0,15,84,15,84,"",0,0,4.64386866300303e-18,17.3331200713925
"2191","STAMARIL (D60)","FLUENZ (D3-4)",0,0,6,84,6,84,"",0,0,1.60612994269024e-09,8.79421932137962
"2192","STAMARIL (D60)","FLUMIST (D30)",0,0,15,84,15,84,"",0,0,4.64386866300303e-18,17.3331200713925
"2193","STAMARIL (D60)","FLUENZ (D6-7)",0.011,1,8,83,9,84,"MICB",11.11,1.19,9.66900968843615e-11,10.0146180046007
"2194","STAMARIL (D60)","MENACTRA (D3)",0,0,46,84,48,84,"",0,0,2.82007402791004e-36,35.549739491152
"2195","STAMARIL (D60)","MENACTRA (D7)",0,0,14,84,14,84,"",0,0,3.06495331758196e-17,16.5135761358506
"2196","STAMARIL (D60)","WETVAX (D2-4)",0.016,3,98,81,101,84,"ANKRD22, IL15, WARS1",2.97,3.57,7.86749295451432e-49,48.1041636373333
"2197","STAMARIL (D60)","WETVAX (D5-7)",0.043,23,451,61,520,84,"ADAP2, ANKRD22, APOL3, BLVRA, CD163, CD74, CYBB, EMILIN2, EPB41L3, FCN1, IFI30, IL15, LGALS9, LHFPL2, NLRP3, NPC2, PRDX2, RTCB, SCARB2, SORT1, STAT2, TAP1, WARS1",4.42,27.38,1.67199316396643e-61,60.7767655025296
"2198","STAMARIL (D60)","WETVAX (D50-60)",0.005,2,311,82,314,84,"APOL3, RTCB",0.64,2.38,1.7002938997615e-83,82.7694760033202
"2199","STAMARIL (D60)","MVA85A (D2)",0.007,1,66,83,67,84,"LGALS9",1.49,1.19,2.11562920466559e-42,41.6745604465039
"2200","STAMARIL (D60)","ZOSTAVAX (D1)",0,0,14,84,14,84,"",0,0,3.06495331758196e-17,16.5135761358506
"2201","STAMARIL (D60)","ZOSTAVAX (D3)",0,0,7,84,7,84,"",0,0,1.23548457130018e-10,9.90816267368645
"2202","STAMARIL (D60)","YF VAX (ANY)",0,0,29,84,29,84,"",0,0,1.31336579851868e-27,26.8816142974043
"2203","STAMARIL (D60)","YF17D (D3)",0.024,3,43,81,94,84,"DHX58, MYOF, TLR7",3.19,3.57,1.00890968422509e-30,29.9961477092817
"2204","STAMARIL (D60)","YF VAX (D4-7)",0.012,8,593,76,601,84,"GUK1, BLVRA, CD74, CD86, FLVCR2, IFI30, DHX58, TAP1",1.33,9.52,4.90255764621753e-92,91.3095772910234
"2205","STAMARIL (D60)","STAMARIL (D10)",0.112,39,264,45,303,84,"GUCD1, DCAF6, FBXO7, PDZK1IP1, PHOSPHO1, PRDX2, SERF2, SRRD, STMN3, TSPAN5, ADAP2, ANKRD22, APOL3, BLVRA, CYBB, DHX58, EPB41L3, FLVCR2, HAVCR2, IFI30, IL15, LGALS9, LHFPL2, MICB, MYOF, NAGA, NAGK, NPC2, NUB1, RGS12, SCARB2, SIL1, SNTB1, STAT2, SUSD1, TAP1, TLR7, TMEM268, WARS1",12.87,46.43,1.35374623340407e-33,32.8684627387242
"2206","STAMARIL (D60)","STAMARIL (D14)",0.02,3,67,81,70,84,"FIS1, RTCB, SIL1",4.29,3.57,7.66950613664836e-40,39.115232600723
"2207","STAMARIL (D60)","STAMARIL (D28)",0.033,4,36,80,40,84,"STMN3, LGALS9, NAGA, SIL1",10,4.76,1.68431746295429e-26,25.7735760485755
"2208","STAMARIL (D60)","STAMARIL (D3)",0.106,39,284,45,323,84,"STMN3, ADA2, ADAP2, BLVRA, CD86, CNDP2, CYBB, DHX58, EPB41L3, FCN1, FLVCR2, HAVCR2, IFI30, KCNMB1, LGALS9, LHFPL2, MICB, MYOF, NAGA, NAGK, NPC2, NUB1, PLAGL2, RGS12, SCARB2, SCIMP, SIL1, SLC37A2, SMCO4, SNTB1, SORT1, STAT2, SUSD1, TAP1, TLR7, TMEM268, TNS3, TTYH3, WARS1",12.07,46.43,9.25036938583465e-35,34.0338409246635
"2209","STAMARIL (D60)","STAMARIL (D7)",0.121,61,23,422,84,483,"DCAF6, FBXO7, FIS1, PDZK1IP1, PHOSPHO1, PLEK2, PRDX2, PRDX5, SERF2, SESN3, SRRD, STMN3, TSPAN5, ADA2, ADAP2, ANKRD22, APOL3, BLVRA, CD163, CD74, CD86, CNDP2, CYBB, DHX58, EMILIN2, EPB41L3, FCN1, FLVCR2, HAVCR2, IFI30, IL15, KCNMB1, KYNU, LGALS9, LHFPL2, MICB, MYOF, NAGA, NAGK, NLRP3, NOD2, NPC2, NUB1, PLAGL2, RGS12, RTCB, SCARB2, SCIMP, SIL1, SLC37A2, SMCO4, SNTB1, SORT1, STAT2, SUSD1, TAP1, TLR7, TMEM268, TNS3, TTYH3, WARS1",72.62,12.63,6.91602757967143e-20,19.1601432835191
"2210","STAMARIL (D7)","RVSV ZEBOV (D7)",0.012,6,4,477,10,483,"CXCL10, HERC5, IFIT1, ISG15, LAMP3, RSAD2",60,1.24,9.07148121795496e-08,7.04232179427808
"2211","STAMARIL (D7)","LVS F TULARENSIS (H18)",0.022,12,66,471,78,483,"LAMP3, TAP2, TICAM1, CCR1, CD68, CD74, CD86, FCER1G, MYD88, NOD2, TAP1, TLR7",15.38,2.48,2.14068584204565e-73,72.6694470632413
"2212","STAMARIL (D7)","LVS F TULARENSIS (H192)",0.022,12,66,471,78,483,"CCR1, CD68, CD74, FCER1G, LAMP3, TAP2, TICAM1, CD86, MYD88, NOD2, TAP1, TLR7",15.38,2.48,2.14068584204565e-73,72.6694470632413
"2213","STAMARIL (D7)","LVS F TULARENSIS (H336)",0.022,12,66,471,78,483,"CD68, CD74, LAMP3, TAP2, TICAM1, CCR1, CD86, FCER1G, MYD88, NOD2, TAP1, TLR7",15.38,2.48,2.14068584204565e-73,72.6694470632413
"2214","STAMARIL (D7)","LVS F TULARENSIS (H48)",0.022,12,66,471,78,483,"LAMP3, TAP2, CCR1, CD68, CD74, CD86, FCER1G, MYD88, NOD2, TAP1, TICAM1, TLR7",15.38,2.48,2.14068584204565e-73,72.6694470632413
"2215","STAMARIL (D7)","CN54GP140 (D1)",0.006,5,167,478,174,483,"RPS18, CAP1, WLS, , SORL1",2.87,1.04,4.63043995999659e-151,150.334377742649
"2216","STAMARIL (D7)","CN54GP140 (D3)",0.004,2,72,481,74,483,"ARAP3, WLS",2.7,0.41,5.26524369094302e-89,88.2785815235891
"2217","STAMARIL (D7)","CN54GP140 (D7)",0.002,1,48,482,49,483,"HECA",2.04,0.21,8.52995099991646e-68,67.0690534636188
"2218","STAMARIL (D7)","CN54GP140 (H6)",0.002,1,99,482,100,483,"MYOF",1,0.21,1.21890334469359e-112,111.91403073124
"2219","STAMARIL (D7)","HIV-1 GAG-POL NEF (D1)",0.137,304,1722,179,2029,483,"ABCC5, ADGRE3, ANAPC16, ATM, BANK1, C12orf57, CAMK1D, CBX7, CYP27A1, DDX3X, EEF1A1, EEF2, EIF2S3, EIF3F, EIF3L, EIF4B, ELAPOR1, ATOSA, FBL, FCRLA, FOXO1, GNG7, GNLY, H1-2, H4C3, HINT1, IL7R, ITM2A, KLHDC2, KLRB1, LDHB, LRRN3, NAP1L1, NELL2, PABPC1, PABPC4, PRDX2, PRKDC, , RFLNB, RGCC, RPL11, RPL13, RPL18, RPL22, RPL23, RPL3, RPL30, RPL35, RPL35A, RPL37A, RPL4, RPL5, RPLP0, RPLP1, RPS13, RPS14, RPS15A, RPS18, RPS20, RPS23, RPS29, RPS3, RPS4X, RPS5, RPS6, SESN3, SNHG29, SORL1, ABCA1, ABI3, ACOT9, ACTA2, ADA2, ADAP2, ADAR, AIM2, ANKFY1, ANKRD22, AP5B1, APOL3, ASCL2, ATF3, ATF5, BATF2, BCL6, BLVRA, BST2, C1QB, C3AR1, CAMK1, CASP5, CCL8, CCR1, CD163, CD300C, CD36, CD38, CD68, CD86, CDKN1A, CDKN1C, CEACAM1, CHMP5, CMPK2, CNDP2, CPPED1, CREB5, CSF1R, CSRNP1, CST3, CTSL, CUL1, CXCL10, CYBB, RIGI, DDX60, DHRS9, DHX58, DPYSL2, DRAP1, DUSP5, DYNLT1, EIF2AK2, EMILIN2, EPB41L3, EPSTI1, FBXO6, FCER1G, FCN1, FFAR2, FLVCR2, FRMD3, GADD45B, GBP1, GBP2, GBP4, GBP5, GCH1, GIMAP8, GLMP, GNA15, GORASP1, GPBAR1, GRN, HAVCR2, HERC5, HERC6, HK3, HMOX1, HSH2D, IDO1, IFI16, IFI27, IFI30, IFI35, IFI44, IFI44L, IFI6, IFIH1, IFIT1, IFIT2, IFIT3, IFIT5, IFITM1, IFITM3, IL15, IL1RN, IRF7, IRF9, ISG15, ISG20, JUP, KCNMB1, KIAA0319L, KIR2DL4, KYNU, LAMP3, LAP3, LDLR, LGALS3BP, LGALS9, LHFPL2, LILRB1, LMO2, LY6E, MAFB, MARCKS, MARCO, MICB, MOV10, MS4A7, MT2A, MX1, MX2, MYD88, MYOF, NAGA, NAGK, NAMPT, NAPA, NEXN, NLRP3, NMI, NOD2, NPC2, NPL, NRROS, NTNG2, NUB1, OAS1, OAS2, OAS3, OASL, OGFR, OTOF, PARP10, PARP12, PARP14, PARP9, PATL1, PHF11, PIK3AP1, PLAC8, PLAGL2, PLSCR1, PML, PPM1K, HELZ2, PSME1, PSME2, RAB8A, RBCK1, RGL1, RHBDF2, RIN2, RIPK3, RNF135, RNF31, RNH1, RRAS, RSAD2, RTCB, RTP4, SAMD4A, SAMD9L, SAT1, SCARB2, SCIMP, SCO2, SERPING1, SHFL, SHISA5, SIDT2, SIGLEC5, SIL1, SLC27A3, SLC2A6, SLC37A2, SLFN12, SMCO4, SNTB1, SOCS1, SORT1, SP110, SP140, SPATS2L, SQOR, SRC, STAB1, STAT1, STAT2, SUSD1, TAGLN, TAP1, TAP2, TCN2, TDRD7, TENT5A, TLR7, TMEM140, TMEM268, TNFAIP6, TNFSF10, TNFSF13B, TNS3, TOR1B, TRAFD1, TRIM21, TRIM22, TRIM26, TRIM38, TRIM5, TTYH3, TYMP, UBA7, UBE2L6, UNC93B1, VAMP5, WARS1, XAF1, ZBP1, ZFYVE26, ZNFX1",14.98,62.94,4.68341282558446e-132,131.329437559072
